,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
556,Voltage (V)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
557,Current Density(mA/cm2)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Reverse,Light,30.00305,27.98916,23.90725,19.79342,15.70651,11.68827,7.768319,3.956282,0.2990963,-3.193293,-6.531981,-9.611712,-12.41273,-14.86444,-16.92115,-18.56403,-19.77844,-20.62409,-21.1777,-21.51129,-21.71259,-21.83432,-21.91252,-21.95903,-21.97966,-22.01703,-22.05073,-22.06056,-22.0881,-22.09922,-22.11076,-22.12598,-22.13441,-22.13654,-22.13696,-22.14892,-22.148,-22.16919,-22.17292,-22.17447,-22.17591,-22.17918,-22.18322,-22.19525,-22.19572,-22.20264,-22.19901,-22.19852,-22.21132,-22.21328,-22.20837,-22.21202,-22.20474,-22.21661,-22.22494,-22.21974,-22.22029,-22.22403,-22.23218,-22.22789,-22.24049,-22.23793,-22.24105,,,,,,,,,,,,,
558,Voltage (V)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
559,Current Density(mA/cm2)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Forward,Light,30.00308,30.00304,25.53836,21.07056,16.73171,12.5027,8.423094,4.432371,0.6473275,-2.969626,-6.314544,-9.430444,-12.24146,-14.64796,-16.63751,-18.21401,-19.36946,-20.17131,-20.72028,-21.05805,-21.31062,-21.47591,-21.60438,-21.69917,-21.78639,-21.85794,-21.91522,-21.95129,-21.99886,-22.03157,-22.05361,-22.07506,-22.09283,-22.10214,-22.10971,-22.13023,-22.14053,-22.13996,-22.14023,-22.15083,-22.15241,-22.1737,-22.18332,-22.1819,-22.18282,-22.18179,-22.17985,-22.18479,-22.1878,-22.19399,-22.2015,-22.19547,-22.20629,-22.20911,-22.21036,-22.20927,-22.22058,-22.22155,-22.22462,-22.22694,-22.23772,-22.23557,-22.2356,,,,,,,,,,,,,
560,Voltage (V)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
561,Current Density(mA/cm2)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Reverse,Light,30.00306,26.52621,22.66361,18.80281,14.95024,11.18502,7.477319,3.854967,0.3672211,-2.983944,-6.191663,-9.196375,-11.96165,-14.43112,-16.52816,-18.23244,-19.54777,-20.48383,-21.11205,-21.50314,-21.74393,-21.89034,-21.99996,-22.07647,-22.12738,-22.16301,-22.19958,-22.23506,-22.26741,-22.29042,-22.3027,-22.33042,-22.3495,-22.37094,-22.38622,-22.40166,-22.40829,-22.42032,-22.44503,-22.4505,-22.45426,-22.47761,-22.48982,-22.49268,-22.50384,-22.51016,-22.52182,-22.53333,-22.53669,-22.55202,-22.56269,-22.56741,-22.5731,-22.58618,-22.58704,-22.61052,-22.59978,-22.60788,-22.61882,-22.63083,-22.6353,-22.63886,-22.66637,,,,,,,,,,,,,
562,Voltage (V)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
563,Current Density(mA/cm2)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Forward,Light,30.00301,27.74096,23.53496,19.47017,15.46333,11.60681,7.869937,4.173514,0.609248,-2.776535,-6.015576,-8.954,-11.69956,-14.13497,-16.19527,-17.87638,-19.14665,-20.04208,-20.66216,-21.08547,-21.37052,-21.56993,-21.71736,-21.82596,-21.92329,-22.00037,-22.07142,-22.13012,-22.17844,-22.19723,-22.24022,-22.27587,-22.29591,-22.32951,-22.35181,-22.37739,-22.38264,-22.40969,-22.41248,-22.4158,-22.43452,-22.45388,-22.46312,-22.46744,-22.47408,-22.48626,-22.49803,-22.51089,-22.50881,-22.52112,-22.55452,-22.55907,-22.55205,-22.56782,-22.58178,-22.58537,-22.60491,-22.61097,-22.61056,-22.61798,-22.63089,-22.63627,-22.65149,,,,,,,,,,,,,
564,Voltage (V)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
565,Current Density(mA/cm2)_d_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Reverse,Light,30.00309,30.00302,27.86036,23.2961,18.7534,14.30747,9.980713,5.779465,1.755633,-2.083343,-5.700429,-9.023225,-12.04652,-14.67421,-16.87268,-18.61214,-19.90257,-20.77584,-21.33471,-21.65941,-21.87147,-22.00164,-22.06152,-22.13844,-22.17324,-22.22136,-22.24533,-22.26043,-22.29853,-22.32384,-22.33821,-22.3551,-22.37745,-22.40039,-22.41334,-22.4344,-22.45181,-22.47164,-22.48419,-22.48784,-22.49696,-22.51704,-22.52722,-22.53541,-22.55417,-22.56133,-22.56593,-22.58682,-22.59191,-22.59284,-22.60771,-22.62781,-22.63309,-22.64636,-22.65349,-22.65937,-22.68466,-22.68877,-22.70036,-22.69824,-22.71379,-22.73074,-22.73338,,,,,,,,,,,,,
566,Voltage (V)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
567,Current Density(mA/cm2)_d_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),d,Forward,Light,30.00299,30.00304,28.76528,23.94622,19.25298,14.70343,10.29803,6.010189,1.931242,-1.947913,-5.593489,-8.890006,-11.88471,-14.45826,-16.58719,-18.23939,-19.43028,-20.24687,-20.79042,-21.15846,-21.40624,-21.58967,-21.72161,-21.84435,-21.93032,-22.01165,-22.07682,-22.12152,-22.17154,-22.20301,-22.23882,-22.27909,-22.31229,-22.32396,-22.35999,-22.36177,-22.38894,-22.40512,-22.42839,-22.44656,-22.46356,-22.48017,-22.49687,-22.50269,-22.52525,-22.54071,-22.54346,-22.55542,-22.56737,-22.58928,-22.60484,-22.59603,-22.61981,-22.62929,-22.64481,-22.65857,-22.6628,-22.6851,-22.69214,-22.69764,-22.71604,-22.72282,-22.73552,,,,,,,,,,,,,
568,Voltage (V)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
569,Current Density(mA/cm2)_e_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Reverse,Light,30.00303,30.00303,27.52004,22.99364,18.48923,14.08349,9.784919,5.614244,1.613324,-2.217934,-5.837922,-9.19065,-12.2707,-14.98627,-17.30047,-19.16496,-20.56537,-21.55407,-22.1663,-22.54735,-22.76956,-22.88366,-22.97566,-23.02309,-23.06158,-23.09436,-23.11786,-23.14226,-23.1716,-23.18126,-23.19733,-23.20236,-23.22188,-23.24442,-23.24968,-23.25613,-23.25334,-23.27211,-23.28471,-23.2813,-23.28294,-23.28483,-23.2935,-23.30368,-23.30474,-23.29671,-23.30849,-23.3106,-23.32131,-23.31718,-23.32864,-23.32382,-23.33164,-23.33149,-23.33589,-23.34263,-23.34748,-23.34529,-23.34821,-23.35252,-23.3637,-23.36669,-23.36189,,,,,,,,,,,,,
570,Voltage (V)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
571,Current Density(mA/cm2)_e_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),e,Forward,Light,30.00304,30.00301,27.93231,23.21757,18.63624,14.20943,9.919831,5.725035,1.726266,-2.091948,-5.713198,-8.999937,-12.0193,-14.65618,-16.87677,-18.64494,-19.96685,-20.88854,-21.50287,-21.90367,-22.19495,-22.40734,-22.57548,-22.69559,-22.79909,-22.86477,-22.93365,-23.00387,-23.0487,-23.09309,-23.13644,-23.15592,-23.18832,-23.20482,-23.21508,-23.23045,-23.2293,-23.25071,-23.25949,-23.26253,-23.27161,-23.27547,-23.2674,-23.29042,-23.28906,-23.29896,-23.30039,-23.31548,-23.31151,-23.30761,-23.32141,-23.32771,-23.32319,-23.33647,-23.34306,-23.34277,-23.3408,-23.3378,-23.34414,-23.35077,-23.35188,-23.36444,-23.36117,,,,,,,,,,,,,
572,Voltage (V)_f_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),f,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
573,Current Density(mA/cm2)_f_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),f,Reverse,Light,30.00297,30.003,29.19296,24.51047,19.85891,15.31547,10.88884,6.607,2.500703,-1.417498,-5.106957,-8.514162,-11.63629,-14.38484,-16.71156,-18.57586,-19.97283,-20.94793,-21.57951,-21.9583,-22.18068,-22.30275,-22.38047,-22.44372,-22.4748,-22.50437,-22.52983,-22.56506,-22.57288,-22.58932,-22.61963,-22.6443,-22.65821,-22.65672,-22.66919,-22.67801,-22.68226,-22.68606,-22.69049,-22.71219,-22.71101,-22.71375,-22.72237,-22.72951,-22.73265,-22.73284,-22.73214,-22.74619,-22.74456,-22.75336,-22.74661,-22.75387,-22.75429,-22.76207,-22.7506,-22.76778,-22.7597,-22.77199,-22.77378,-22.75919,-22.77786,-22.78764,-22.77893,,,,,,,,,,,,,
574,Voltage (V)_f_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),f,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
575,Current Density(mA/cm2)_f_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-3.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),f,Forward,Light,30.00301,30.00296,29.72161,24.84521,20.08681,15.48614,11.03021,6.736506,2.592765,-1.329095,-5.028602,-8.380631,-11.43776,-14.10673,-16.33553,-18.10812,-19.41796,-20.32802,-20.93353,-21.35918,-21.64363,-21.85558,-22.01213,-22.14249,-22.24239,-22.32506,-22.39565,-22.45243,-22.49756,-22.52479,-22.55649,-22.59116,-22.60703,-22.61984,-22.64106,-22.6568,-22.66345,-22.66909,-22.66836,-22.67503,-22.69407,-22.6736,-22.68311,-22.69858,-22.70649,-22.70881,-22.71298,-22.72144,-22.72856,-22.73272,-22.74063,-22.72482,-22.73407,-22.74678,-22.74894,-22.75148,-22.75573,-22.75642,-22.75468,-22.76762,-22.77212,-22.77029,-22.77042,,,,,,,,,,,,,
576,Voltage (V)_a_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),a,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
577,Current Density(mA/cm2)_a_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),a,Reverse,Light,30.00306,30.00307,30.00307,30.00307,30.00304,30.00305,30.00307,30.00303,30.00305,30.00307,30.00304,30.00304,30.00303,30.00304,30.00303,30.00303,30.00306,30.00303,30.00304,30.00303,30.00303,30.00306,30.00303,30.00304,30.00303,30.00299,30.00303,30.00302,30.00301,30.00299,30.00299,30.00301,30.00302,30.00304,30.00297,30.00299,30.00299,30.00299,30.00298,30.00298,30.00301,30.00297,30.00297,30.00298,30.00297,30.00297,30.00296,30.00297,29.91345,26.84544,23.80251,20.72339,17.66773,14.58662,11.52914,8.433431,5.371332,2.282424,-0.7933025,-3.876061,-6.970631,-10.06258,,,,,,,,,,,,,,
578,Voltage (V)_a_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),a,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
579,Current Density(mA/cm2)_a_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),a,Forward,Light,30.00311,30.00311,30.0031,30.0031,30.00309,30.0031,30.00309,30.00308,30.00311,30.00311,30.00309,30.00309,30.00307,30.00307,30.0031,30.00307,30.00309,30.00309,30.00309,30.00307,30.00307,30.00304,30.00304,30.00306,30.00306,30.00306,30.00303,30.00307,30.00303,30.00303,30.00303,30.00303,30.00303,30.00302,30.00303,30.00303,30.00302,30.00301,30.00301,30.00301,30.00297,30.00298,30.00298,30.00299,30.00298,30.00296,30.00298,30.00298,29.94335,26.87531,23.81292,20.74319,17.67679,14.58713,11.53037,8.440394,5.370636,2.279556,-0.7879363,-3.882364,-6.978887,-10.06463,,,,,,,,,,,,,,
580,Voltage (V)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
581,Current Density(mA/cm2)_b_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Reverse,Light,19.53836,16.21813,12.97086,9.817287,6.757169,3.851823,1.014145,-1.658833,-4.167672,-6.484456,-8.609669,-10.47968,-12.13776,-13.48753,-14.60971,-15.43937,-16.10895,-16.54595,-16.86436,-17.08181,-17.27309,-17.36597,-17.45978,-17.56672,-17.60078,-17.70218,-17.71403,-17.81821,-17.81078,-17.8931,-17.91512,-17.94912,-17.99072,-18.02245,-18.07122,-18.09146,-18.16984,-18.15476,-18.22878,-18.20214,-18.27224,-18.27643,-18.32306,-18.33793,-18.35055,-18.3904,-18.42365,-18.45887,-18.44318,-18.52523,-18.50592,-18.55321,-18.53503,-18.58023,-18.5764,-18.60381,-18.6306,-18.63555,-18.64826,-18.65795,-18.69494,-18.67819,,,,,,,,,,,,,,
582,Voltage (V)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
583,Current Density(mA/cm2)_b_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),b,Forward,Light,18.48621,15.25182,12.11674,9.107687,6.263037,3.543052,1.019062,-1.384599,-3.61835,-5.728975,-7.395594,-9.094688,-10.59812,-11.92499,-13.07953,-14.06749,-14.86258,-15.57035,-16.09595,-16.48554,-16.82259,-17.02462,-17.21304,-17.31136,-17.46966,-17.51359,-17.61452,-17.67504,-17.72549,-17.77413,-17.81861,-17.91116,-17.90282,-17.98047,-17.98444,-18.01704,-18.02968,-18.10681,-18.12966,-18.164,-18.20556,-18.22387,-18.2689,-18.2828,-18.32674,-18.32749,-18.39596,-18.36961,-18.43372,-18.42889,-18.48004,-18.50056,-18.52169,-18.52201,-18.56424,-18.5747,-18.59849,-18.62867,-18.62179,-18.69489,-18.66611,-18.73068,,,,,,,,,,,,,,
584,Voltage (V)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
585,Current Density(mA/cm2)_c_Reverse_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Reverse,Light,26.2926,22.11576,18.02617,14.03859,10.14411,6.389162,2.789814,-0.7042894,-4.001933,-7.075581,-9.929,-12.51362,-14.79101,-16.70967,-18.22873,-19.42232,-20.27505,-20.81822,-21.20843,-21.40344,-21.60316,-21.66258,-21.75721,-21.80564,-21.87007,-21.89003,-21.90604,-21.9335,-21.92254,-21.97386,-21.97308,-22.02302,-21.98555,-22.0291,-22.02135,-22.05071,-22.04127,-22.03741,-22.09306,-22.04525,-22.08668,-22.0712,-22.09292,-22.07296,-22.12421,-22.08136,-22.09486,-22.11496,-22.11638,-22.13532,-22.11313,-22.14786,-22.11724,-22.14398,-22.12584,-22.16713,-22.13796,-22.15789,-22.14962,-22.16206,-22.15692,-22.16197,,,,,,,,,,,,,,
586,Voltage (V)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Voltage (V),c,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,,,,,,,,,,,,,,
587,Current Density(mA/cm2)_c_Forward_Light,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-4.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,Current Density(mA/cm2),c,Forward,Light,24.56767,20.40174,16.34733,12.41399,8.595881,4.952621,1.485589,-1.793413,-4.91217,-7.687081,-10.26867,-12.56758,-14.58371,-16.32881,-17.74577,-18.89505,-19.82344,-20.45762,-20.94503,-21.24186,-21.48451,-21.59393,-21.72012,-21.74675,-21.85541,-21.85222,-21.88574,-21.91718,-21.92613,-21.94144,-21.94449,-21.99552,-21.95312,-22.00969,-22.00592,-22.01354,-21.9847,-22.06111,-22.01643,-22.04668,-22.07094,-22.05531,-22.08724,-22.06113,-22.10199,-22.08696,-22.15474,-22.07658,-22.12336,-22.09394,-22.1137,-22.11669,-22.12001,-22.14185,-22.13264,-22.14549,-22.12207,-22.18749,-22.11487,-22.15799,-22.16034,-22.16773,,,,,,,,,,,,,,
